,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,Cheat Sheet
4471,"April 21,2020",Recovery Innovations,LTCF,"Masks, N95, Med/Large",SNS,N95,7.0,20.0,140,Good
4477,"April 21,2020",Recovery Innovations,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
4478,"April 21,2020",Recovery Innovations,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
4480,"April 21,2020",Recovery Innovations,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4481,"April 21,2020",Recovery Innovations,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
4482,"April 21,2020",Recovery Innovations,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
4487,"April 21,2020",Recovery Innovations,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,2.0,100.0,200,Good
4489,"April 21,2020",Recovery Innovations,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
4503,"April 22,2020",Desert Haven Care Center,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,10.0,50.0,500,Good
4504,"April 22,2020",Desert Haven Care Center,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,3.0,30.0,90,Good
4514,"April 22,2020",Desert Haven Care Center,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,7.0,30.0,210,Good
4516,"April 22,2020",Desert Haven Care Center,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,4.0,18.0,72,Good
4517,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
4518,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
4519,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
4520,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
4521,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4522,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
4525,"April 22,2020",Desert Haven Care Center,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4526,"April 22,2020",Desert Haven Care Center,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
4540,"April 22,2020",Empowerment House,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,2.0,50.0,100,Good
4541,"April 22,2020",Empowerment House,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,3.0,30.0,90,Good
4551,"April 22,2020",Empowerment House,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
4553,"April 22,2020",Empowerment House,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
4558,"April 22,2020",Empowerment House,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4563,"April 22,2020",Empowerment House,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
4577,"April 22,2020",Loving Manor Assisted Living,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,1.0,50.0,50,Good
4582,"April 22,2020",Loving Manor Assisted Living,LTCF,"Masks, N95, Med/Large",SNS,N95,1.0,20.0,20,Good
4590,"April 22,2020",Loving Manor Assisted Living,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,1.0,18.0,18,Good
4595,"April 22,2020",Loving Manor Assisted Living,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4600,"April 22,2020",Loving Manor Assisted Living,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
4614,"April 22,2020",Lynwood Home,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,4.0,50.0,200,Good
4615,"April 22,2020",Lynwood Home,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,7.0,30.0,210,Good
4625,"April 22,2020",Lynwood Home,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,1.0,30.0,30,Good
4629,"April 22,2020",Lynwood Home,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
4632,"April 22,2020",Lynwood Home,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4637,"April 22,2020",Lynwood Home,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
4651,"April 22,2020",Mariposa Point at Mesa,4,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,4.0,50.0,200,Good
4652,"April 22,2020",Mariposa Point at Mesa,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,4.0,30.0,120,Good
4662,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,3.0,30.0,90,Good
4664,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,3.0,18.0,54,Good
4665,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4666,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
4667,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,3.0,100.0,300,Good
4669,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,5.0,100.0,500,Good
4670,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,5.0,100.0,500,Good
4673,"April 22,2020",Mariposa Point at Mesa,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4674,"April 22,2020",Mariposa Point at Mesa,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
4688,"April 23,2020",AZ Dream Team Grace House,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,3.0,50.0,150,Good
4703,"April 23,2020",AZ Dream Team Grace House,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,10.0,100.0,1000,Good
4704,"April 23,2020",AZ Dream Team Grace House,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,10.0,100.0,1000,Good
4705,"April 23,2020",AZ Dream Team Grace House,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
4706,"April 23,2020",AZ Dream Team Grace House,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,30.0,100.0,3000,They wrote that they gave them 3 cases but the total amount says 300 instead of 3000
4707,"April 23,2020",AZ Dream Team Grace House,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,30.0,100.0,3000,They wrote that they gave them 3 cases but the total amount says 300 instead of 3000
4710,"April 23,2020",AZ Dream Team Grace House,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4711,"April 23,2020",AZ Dream Team Grace House,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
4726,"April 23,2020",Brookdale North Gilbert,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,21.0,30.0,630,Good
4739,"April 23,2020",Brookdale North Gilbert,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
4740,"April 23,2020",Brookdale North Gilbert,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,3.0,100.0,300,Good
4741,"April 23,2020",Brookdale North Gilbert,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,3.0,100.0,300,Good
4743,"April 23,2020",Brookdale North Gilbert,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,Good
4744,"April 23,2020",Brookdale North Gilbert,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,Good
4747,"April 23,2020",Brookdale North Gilbert,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4748,"April 23,2020",Brookdale North Gilbert,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,35.0,24.0,840,Good
4762,"April 23,2020",Christen Care Health Center,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,3.0,50.0,150,Good
4763,"April 23,2020",Christen Care Health Center,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,5.0,30.0,150,Good
4776,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4777,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
4778,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
4779,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
4780,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
4781,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
4784,"April 23,2020",Christen Care Health Center,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
4785,"April 23,2020",Christen Care Health Center,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,10.0,24.0,240,Good
4828,"April 23,2020",Palm House,LTCF,Isolation Gowns,Donations,Gowns,56.0,1.0,56,Good
4837,"April 23,2020",Sun Valley Lodge,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,6.0,30.0,180,Good
4859,"April 23,2020",Sun Valley Lodge,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,12.0,24.0,288,Good
4873,"April 23,2020",The Tungland Corporation ,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,12.0,50.0,600,Good
4896,"April 23,2020",The Tungland Corporation ,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
4939,"April 24,2020",Copper Village ,LTCF,Face Shields,Donations,Face Shield,40.0,1.0,40,40 boxes or 40 pieces of Face shield ?
4940,"April 24,2020",Copper Village ,LTCF,Isolation Gowns,Donations,Gowns,48.0,1.0,48,Good
4947,"April 24,2020",Beatitudes Campus LTCF,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,30.0,50.0,1500,Good
4948,"April 24,2020",Beatitudes Campus LTCF,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,4.0,30.0,120,Good
4984,"April 24,2020",Scottsdale Village Square,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,100.0,50.0,5000,Good
4985,"April 24,2020",Scottsdale Village Square,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,4.0,30.0,120,Good
4998,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
4999,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,7.0,100.0,700,Good
5000,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,7.0,100.0,700,Good
5001,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
5002,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,3.0,100.0,300,Good
5003,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,3.0,100.0,300,Good
5006,"April 24,2020",Scottsdale Village Square,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,Good
5007,"April 24,2020",Scottsdale Village Square,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,21.0,24.0,504,Good
5021,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,Surgical Masks,7.0,50.0,350,Good
5022,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,4.0,30.0,120,Good
5035,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,10.0,100.0,1000,Good
5036,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,10.0,100.0,1000,Good
5037,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,10.0,100.0,1000,Good
5039,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,10.0,100.0,1000,Good
5040,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,10.0,100.0,1000,Good
5043,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,10.0,100.0,1000,Good
5044,"April 24,2020",Westchester Care Center Memory Care,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,3.0,24.0,72,Good
5087,2020-03-06 00:00:00,Town of Gilbert,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,18.0,20.0,360,Good
5088,2020-03-06 00:00:00,Town of Gilbert,EMS,Kimberly Clark N95,Missing,N95,2.0,35.0,70,Good
5124,2020-03-06 00:00:00,City of Peoria,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,6.0,20.0,120,Good
5132,2020-03-11 00:00:00,Sun City Fire and Medical,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,3.0,50.0,150,Good
5161,2020-03-11 00:00:00,Sun City Fire and Medical,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,13.0,20.0,260,Good
5162,2020-03-11 00:00:00,Sun City Fire and Medical,EMS,Disposable Gowns [440511],Maricopa,Gowns,5.0,10.0,50,X-Large come from donations?
5169,2020-03-12 00:00:00,City of El Mirage,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,4.0,50.0,200,Good
5198,2020-03-12 00:00:00,City of El Mirage,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,6.0,20.0,120,Good
5199,2020-03-12 00:00:00,City of El Mirage,EMS,Disposable Gowns [440511],Maricopa,Gowns,4.0,10.0,40,X-Large come from donations?
5235,2020-03-12 00:00:00,Pacific Coast Hospice,LTCF,N95 Mask Universal [84A-3844],Maricopa,N95,1.0,20.0,20,Good
5274,2020-03-13 00:00:00,Central Arizona Shelter Services,County,Digital Thermometer [415],Maricopa,Thermometer,36.0,1.0,36,Good
5275,2020-03-13 00:00:00,Central Arizona Shelter Services,County,Oral Sheaths for Digital Thermometer [18-D50],Maricopa,Thermometer,6.0,50.0,300,Good
5276,2020-03-13 00:00:00,Central Arizona Shelter Services,County,Digital Thermometer [155912],Maricopa,Thermometer,14.0,1.0,14,Good
5280,2020-03-16 00:00:00,Arizona Fire and Medical Authority,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,2.0,50.0,100,Good
5309,2020-03-16 00:00:00,Arizona Fire and Medical Authority,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,15.0,20.0,300,Good
5310,2020-03-16 00:00:00,Arizona Fire and Medical Authority,EMS,Disposable Gowns [440511],Maricopa,Gowns,1.0,10.0,10,X-Large come from donations?
5317,2020-03-16 00:00:00,Avondale Fire and Medical,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,2.0,50.0,100,Good
5346,2020-03-16 00:00:00,Avondale Fire and Medical,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,12.0,20.0,240,Good
5383,2020-03-16 00:00:00,City of Tolleson,EMS,N95 Mask Universal [84A-3844],Maricopa,N95,6.0,20.0,120,Good
5384,2020-03-16 00:00:00,City of Tolleson,EMS,Disposable Gowns [440511],Maricopa,Gowns,1.0,10.0,10,X-Large come from donations?
5420,2020-03-16 00:00:00,Crossroads Pediatrics,Private Practice,N95 Mask Universal [84A-3844],Maricopa,N95,6.0,20.0,120,Good
5428,2020-03-16 00:00:00,Hospice of the West,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,6.0,50.0,300,Good
5494,2020-03-17 00:00:00,Moutain Park Health Center,LTCF,N95 Mask Universal [84A-3844],Maricopa,N95,17.0,20.0,340,Good
5502,2020-03-17 00:00:00,Page Family Practice,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,1.0,50.0,50,Good
5531,2020-03-17 00:00:00,Page Family Practice,LTCF,N95 Mask Universal [84A-3844],Maricopa,N95,4.0,20.0,80,Good
5539,2020-03-17 00:00:00,Solace Hospice,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,1.0,50.0,50,Good
5568,2020-03-17 00:00:00,Solace Hospice,LTCF,N95 Mask Universal [84A-3844],Maricopa,N95,4.0,20.0,80,Good
5577,2020-03-17 00:00:00,St. Elizabeth Home Health,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,1.0,50.0,50,Good
5606,2020-03-17 00:00:00,St. Elizabeth Home Health,LTCF,N95 Mask Universal [84A-3844],Maricopa,N95,4.0,20.0,80,Good
5614,2020-03-17 00:00:00,Valley Home Health Care,Private Practice,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,1.0,50.0,50,AKA: Stokes Family Health Care
5643,2020-03-17 00:00:00,Valley Home Health Care,Private Practice,N95 Mask Universal [84A-3844],Maricopa,N95,2.0,20.0,40,AKA: Stokes Family Health Care
5651,2020-03-18 00:00:00,Warner Family Practice,Private Practice,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",Maricopa,N95,1.0,50.0,50,Good
5680,2020-03-18 00:00:00,Warner Family Practice,Private Practice,N95 Mask Universal [84A-3844],Maricopa,N95,4.0,20.0,80,Good
5717,2020-03-19 00:00:00,Native Health,FQHC,N95 Mask Universal [84A-3844],Maricopa,N95,12.0,20.0,240,Good
5756,2020-03-20 00:00:00,AZ Department of Public Safety,County,Stat Paq,AZ/MasCache,Stat Paq,2.0,1.0,2,Good
5779,2020-03-20 00:00:00,AZ Rangers East Valley Co.,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
5780,2020-03-20 00:00:00,AZ Rangers East Valley Co.,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
5781,2020-03-20 00:00:00,AZ Rangers East Valley Co.,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
5793,2020-03-20 00:00:00,AZ Rangers East Valley Co.,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,1.0,20.0,20,Good
5794,2020-03-20 00:00:00,AZ Rangers East Valley Co.,EMS,Stat Paq,AZ/MasCache,Stat Paq,2.0,1.0,2,Good
5830,2020-03-20 00:00:00,Buckeye Fire,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,5.0,20.0,100,Good
5831,2020-03-20 00:00:00,Buckeye Fire,EMS,Stat Paq,AZ/MasCache,Stat Paq,10.0,1.0,10,Good
5853,2020-03-20 00:00:00,Avondale Fire and Medical,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,"Pick ticket says 18 more,.. 18 more what?"
5854,2020-03-20 00:00:00,Avondale Fire and Medical,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,"Pick ticket says 18 more,.. 18 more what?"
5855,2020-03-20 00:00:00,Avondale Fire and Medical,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,"Pick ticket says 18 more,.. 18 more what?"
5867,2020-03-20 00:00:00,Avondale Fire and Medical,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,8.0,20.0,160,"Pick ticket says 18 more,.. 18 more what?"
5868,2020-03-20 00:00:00,Avondale Fire and Medical,EMS,Stat Paq,AZ/MasCache,Stat Paq,20.0,1.0,20,"Pick ticket says 18 more,.. 18 more what?"
5890,2020-03-20 00:00:00,El Mirage Fire Dept.,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
5891,2020-03-20 00:00:00,El Mirage Fire Dept.,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
5892,2020-03-20 00:00:00,El Mirage Fire Dept.,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
5904,2020-03-20 00:00:00,El Mirage Fire Dept.,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,1.0,20.0,20,Good
5905,2020-03-20 00:00:00,El Mirage Fire Dept.,EMS,Stat Paq,AZ/MasCache,Stat Paq,5.0,1.0,5,Good
5927,2020-03-20 00:00:00,Goodyear Fire Dept.,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
5928,2020-03-20 00:00:00,Goodyear Fire Dept.,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
5929,2020-03-20 00:00:00,Goodyear Fire Dept.,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,10.0,100.0,1000,Good
5941,2020-03-20 00:00:00,Goodyear Fire Dept.,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,7.0,20.0,140,Good
5942,2020-03-20 00:00:00,Goodyear Fire Dept.,EMS,Stat Paq,AZ/MasCache,Stat Paq,25.0,1.0,25,Good
5964,2020-03-20 00:00:00,Honeywell Fire Dept.,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
5965,2020-03-20 00:00:00,Honeywell Fire Dept.,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
5966,2020-03-20 00:00:00,Honeywell Fire Dept.,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
5978,2020-03-20 00:00:00,Honeywell Fire Dept.,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,2.0,20.0,40,Good
5979,2020-03-20 00:00:00,Honeywell Fire Dept.,EMS,Stat Paq,AZ/MasCache,Stat Paq,5.0,1.0,5,Good
6013,2020-03-20 00:00:00,Honor Health,Acute,N95 Mask Universal [84A-3844],SNS,N95,50.0,20.0,1000,Good
6038,2020-03-20 00:00:00,Maricopa Ambulance,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
6039,2020-03-20 00:00:00,Maricopa Ambulance,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
6040,2020-03-20 00:00:00,Maricopa Ambulance,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
6052,2020-03-20 00:00:00,Maricopa Ambulance,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,4.0,20.0,80,Good
6053,2020-03-20 00:00:00,Maricopa Ambulance,EMS,Stat Paq,AZ/MasCache,Stat Paq,10.0,1.0,10,Good
6089,2020-03-20 00:00:00,Mesa Fire and Medical,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,5.0,20.0,100,Good
6090,2020-03-20 00:00:00,Mesa Fire and Medical,EMS,Stat Paq,AZ/MasCache,Stat Paq,15.0,1.0,15,Good
6126,2020-03-20 00:00:00,Paradise Valley PD,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,1.0,20.0,20,Good
6127,2020-03-20 00:00:00,Paradise Valley PD,EMS,Stat Paq,AZ/MasCache,Stat Paq,3.0,1.0,3,Good
6149,2020-03-20 00:00:00,Rio Verde Fire District,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
6150,2020-03-20 00:00:00,Rio Verde Fire District,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
6151,2020-03-20 00:00:00,Rio Verde Fire District,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
6186,2020-03-20 00:00:00,Scottsdale Fire and Police Dept.,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
6187,2020-03-20 00:00:00,Scottsdale Fire and Police Dept.,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
6188,2020-03-20 00:00:00,Scottsdale Fire and Police Dept.,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
6200,2020-03-20 00:00:00,Scottsdale Fire and Police Dept.,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,3.0,20.0,60,Good
6201,2020-03-20 00:00:00,Scottsdale Fire and Police Dept.,EMS,Stat Paq,AZ/MasCache,Stat Paq,12.0,1.0,12,Good
6237,2020-03-20 00:00:00,Sun City Fire and Medical Dept.,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,3.0,20.0,60,Good
6238,2020-03-20 00:00:00,Sun City Fire and Medical Dept.,EMS,Stat Paq,AZ/MasCache,Stat Paq,12.0,1.0,12,Good
6260,2020-03-20 00:00:00,Surprise Fire and Medicla,EMS,"Gloves, (NITRILE), Small",AZ/MasCache,Gloves,5.0,100.0,500,Good
6261,2020-03-20 00:00:00,Surprise Fire and Medicla,EMS,"Gloves, (NITRILE), Medium",AZ/MasCache,Gloves,5.0,100.0,500,Good
6262,2020-03-20 00:00:00,Surprise Fire and Medicla,EMS,"Gloves, (NITRILE), Large",AZ/MasCache,Gloves,5.0,100.0,500,Good
6274,2020-03-20 00:00:00,Surprise Fire and Medicla,EMS,N95 Respirators [HM5210],AZ/MasCache,N95,5.0,20.0,100,Good
6275,2020-03-20 00:00:00,Surprise Fire and Medicla,EMS,Stat Paq,AZ/MasCache,Stat Paq,15.0,1.0,15,Good
6311,2020-03-20 00:00:00,Tempe Fire Medical Recue Dept.,EMS,Stat Paq,AZ/MasCache,Stat Paq,2.0,1.0,2,Good
6347,2020-03-20 00:00:00,Valleywise Hospital,Acute,N95 Mask Universal [84A-3844],Maricopa,N95,24.0,20.0,480,Good
6358,2020-03-30 00:00:00,Maricopa County Juvenile Probation Dept.,Juvenile,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",Maricopa,N95,54.0,20.0,1080,Good
