,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,week_of_year
4359,2020-04-23,Christen Care Health Center,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,5.0,30.0,150,16
4372,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,16
4373,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,16
4374,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,16
4375,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,16
4376,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,16
4377,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,16
4380,2020-04-23,Christen Care Health Center,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,16
4381,2020-04-23,Christen Care Health Center,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,10.0,24.0,240,16
4424,2020-04-23,Palm House,Ltcf,Isolation Gowns,Donations,gowns,56.0,1.0,56,16
4433,2020-04-23,Sun Valley Lodge,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,6.0,30.0,180,16
4455,2020-04-23,Sun Valley Lodge,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,12.0,24.0,288,16
4469,2020-04-23,The Tungland Corporation ,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,12.0,50.0,600,16
4492,2020-04-23,The Tungland Corporation ,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,16
4535,2020-04-24,Copper Village ,Ltcf,Face Shields,Donations,face shield,40.0,1.0,40,16
4536,2020-04-24,Copper Village ,Ltcf,Isolation Gowns,Donations,gowns,48.0,1.0,48,16
4543,2020-04-24,Beatitudes Campus LTCF,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,30.0,50.0,1500,16
4544,2020-04-24,Beatitudes Campus LTCF,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,16
4580,2020-04-24,Scottsdale Village Square,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,100.0,50.0,5000,16
4581,2020-04-24,Scottsdale Village Square,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,16
4594,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,16
4595,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,7.0,100.0,700,16
4596,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,7.0,100.0,700,16
4597,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,16
4598,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,3.0,100.0,300,16
4599,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,3.0,100.0,300,16
4602,2020-04-24,Scottsdale Village Square,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,16
4603,2020-04-24,Scottsdale Village Square,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,21.0,24.0,504,16
4617,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,7.0,50.0,350,16
4618,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,16
4631,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,10.0,100.0,1000,16
4632,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,10.0,100.0,1000,16
4633,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,10.0,100.0,1000,16
4635,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,10.0,100.0,1000,16
4636,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,10.0,100.0,1000,16
4639,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,10.0,100.0,1000,16
4640,2020-04-24,Westchester Care Center Memory Care,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,3.0,24.0,72,16
4654,2020-04-13,Bandera Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,6.0,50.0,300,15
4659,2020-04-13,Bandera Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,6.0,20.0,120,15
4665,2020-04-13,Bandera Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,3.0,30.0,90,15
4666,2020-04-13,Bandera Assisted Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,3.0,30.0,90,15
4668,2020-04-13,Bandera Assisted Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,15
4672,2020-04-13,Bandera Assisted Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,15
4673,2020-04-13,Bandera Assisted Living,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,15
4677,2020-04-13,Bandera Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,15
4691,2020-04-13,Rose Court Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,15
4696,2020-04-13,Rose Court Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,10.0,20.0,200,15
4702,2020-04-13,Rose Court Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,7.0,30.0,210,15
4703,2020-04-13,Rose Court Assisted Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,7.0,30.0,210,15
4714,2020-04-13,Rose Court Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,15
4728,2020-04-14,Paseo Village Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,8.0,50.0,400,15
4733,2020-04-14,Paseo Village Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,5.0,20.0,100,15
4739,2020-04-14,Paseo Village Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,4.0,30.0,120,15
4740,2020-04-14,Paseo Village Assisted Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,8.0,30.0,240,15
4741,2020-04-14,Paseo Village Assisted Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,3.0,18.0,54,15
4751,2020-04-14,Paseo Village Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,3.0,24.0,72,15
4770,2020-04-14,ResCare AZ,Ltcf,"Masks, N95, Med/Large",SNS,n95,10.0,4.0,40,15
4802,2020-04-14,Rock Creek Care Center,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,15
4807,2020-04-14,Rock Creek Care Center,Ltcf,"Masks, N95, Med/Large",SNS,n95,10.0,20.0,200,15
4813,2020-04-14,Rock Creek Care Center,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,3.0,30.0,90,15
4814,2020-04-14,Rock Creek Care Center,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,3.0,30.0,90,15
4815,2020-04-14,Rock Creek Care Center,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,4.0,18.0,72,15
4816,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,15
4817,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,15
4818,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,15
4819,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,15
4820,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,15
4821,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,15
4823,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,15
4824,2020-04-14,Rock Creek Care Center,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,15
4825,2020-04-14,Rock Creek Care Center,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,15
4839,2020-04-14,Sunshine Village,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,15
4844,2020-04-14,Sunshine Village,Ltcf,"Masks, N95, Med/Large",SNS,n95,13.0,20.0,260,15
4850,2020-04-14,Sunshine Village,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,3.0,30.0,90,15
4851,2020-04-14,Sunshine Village,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,3.0,30.0,90,15
4852,2020-04-14,Sunshine Village,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,4.0,18.0,72,15
4853,2020-04-14,Sunshine Village,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,15
4854,2020-04-14,Sunshine Village,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,15
4855,2020-04-14,Sunshine Village,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,15
4856,2020-04-14,Sunshine Village,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,15
4857,2020-04-14,Sunshine Village,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,15
4858,2020-04-14,Sunshine Village,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,15
4860,2020-04-14,Sunshine Village,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,15
4861,2020-04-14,Sunshine Village,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,15
4862,2020-04-14,Sunshine Village,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,10.0,24.0,240,15
4876,2020-04-14,The Forum at Desert Harbor,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,15
4881,2020-04-14,The Forum at Desert Harbor,Ltcf,"Masks, N95, Med/Large",SNS,n95,10.0,20.0,200,15
4887,2020-04-14,The Forum at Desert Harbor,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,15
4888,2020-04-14,The Forum at Desert Harbor,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,15
4889,2020-04-14,The Forum at Desert Harbor,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,15
4899,2020-04-14,The Forum at Desert Harbor,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,15
4913,2020-04-14,Vicky's Loving Home,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,15
4918,2020-04-14,Vicky's Loving Home,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,15
4924,2020-04-14,Vicky's Loving Home,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,15
4936,2020-04-14,Vicky's Loving Home,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,15
4950,2020-04-16,Center at Arrowhead,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,7.0,50.0,350,15
4961,2020-04-16,Center at Arrowhead,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,5.0,30.0,150,15
4962,2020-04-16,Center at Arrowhead,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,5.0,30.0,150,15
4963,2020-04-16,Center at Arrowhead,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,3.0,18.0,54,15
4964,2020-04-16,Center at Arrowhead,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,3.0,100.0,300,15
4965,2020-04-16,Center at Arrowhead,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,3.0,100.0,300,15
4966,2020-04-16,Center at Arrowhead,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,3.0,100.0,300,15
4968,2020-04-16,Center at Arrowhead,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,3.0,100.0,300,15
4987,2020-04-16,Copper Village,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,15
4992,2020-04-16,Copper Village,Ltcf,"Masks, N95, Med/Large",SNS,n95,4.0,20.0,80,15
4998,2020-04-16,Copper Village,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,15
4999,2020-04-16,Copper Village,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,15
5001,2020-04-16,Copper Village,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,3.0,100.0,300,15
5002,2020-04-16,Copper Village,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,6.0,100.0,600,15
5003,2020-04-16,Copper Village,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,3.0,100.0,300,15
5004,2020-04-16,Copper Village,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,3.0,100.0,300,15
5005,2020-04-16,Copper Village,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,6.0,100.0,600,15
5006,2020-04-16,Copper Village,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,3.0,100.0,300,15
5008,2020-04-16,Copper Village,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,3.0,100.0,300,15
5024,2020-04-16,Gardens at Ocotillo,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,6.0,50.0,300,15
5025,2020-04-16,Gardens at Ocotillo,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,10.0,30.0,300,15
5035,2020-04-16,Gardens at Ocotillo,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,15
5037,2020-04-16,Gardens at Ocotillo,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,10.0,18.0,180,15
5038,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,3.0,100.0,300,15
5039,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,3.0,100.0,300,15
5040,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,3.0,100.0,300,15
5041,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,3.0,100.0,300,15
5042,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,3.0,100.0,300,15
5043,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,3.0,100.0,300,15
5045,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,3.0,100.0,300,15
5046,2020-04-16,Gardens at Ocotillo,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,6.0,100.0,600,15
5061,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,14.0,50.0,700,15
5072,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,5.0,30.0,150,15
5073,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,5.0,30.0,150,15
5074,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,3.0,18.0,54,15
5075,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,5.0,100.0,500,15
5076,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,5.0,100.0,500,15
5077,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,5.0,100.0,500,15
5078,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,5.0,100.0,500,15
5079,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,5.0,100.0,500,15
5080,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,5.0,100.0,500,15
5082,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,5.0,100.0,500,15
5083,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,5.0,100.0,500,15
5084,2020-04-16,Life Care Center of Paradise Valley,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,15
5098,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,48.0,50.0,2400,15
5109,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,13.0,30.0,390,15
5110,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,13.0,30.0,390,15
5112,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,15
5113,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,15
5114,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,15
5115,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,2.0,100.0,200,15
5116,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,15
5117,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,15
5119,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,2.0,100.0,200,15
5120,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,15
5121,2020-04-16,North Mt Medical and Rehab Center,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,15
5135,2020-04-16,Palos Verdes Senior Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,7.0,50.0,350,15
5136,2020-04-16,Palos Verdes Senior Living,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,5.0,30.0,150,15
5146,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,8.0,30.0,240,15
5147,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,8.0,30.0,240,15
5148,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,6.0,18.0,108,15
5149,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,15
5150,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,15
5151,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,15
5152,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,2.0,100.0,200,15
5153,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,15
5154,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,15
5156,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,2.0,100.0,200,15
5157,2020-04-16,Palos Verdes Senior Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,4.0,100.0,400,15
5158,2020-04-16,Palos Verdes Senior Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,15
5172,2020-04-17,Advanced Health Care Mesa,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,11.0,50.0,550,15
5183,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,9.0,30.0,270,15
5184,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,9.0,30.0,270,15
5186,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,15
5187,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,15
5188,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,15
5189,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,2.0,100.0,200,15
5190,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,15
5191,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,15
5194,2020-04-17,Advanced Health Care Mesa,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,15
5195,2020-04-17,Advanced Health Care Mesa,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,12.0,24.0,288,15
5209,2020-04-17,Arizona Mentor Group Home,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,15
5210,2020-04-17,Arizona Mentor Group Home,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,15
5221,2020-04-17,Arizona Mentor Group Home,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,15
5227,2020-04-17,Arizona Mentor Group Home,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,15
5232,2020-04-17,Arizona Mentor Group Home,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,15
5246,2020-04-17,Desert Winds Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,14.0,50.0,700,15
5247,2020-04-17,Desert Winds Assisted Living,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,23.0,30.0,690,15
5257,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,8.0,30.0,240,15
5258,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,8.0,30.0,240,15
5260,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,15
5261,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,15
5262,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,15
5263,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,15
5264,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,15
5265,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,15
5267,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,15
5268,2020-04-17,Desert Winds Assisted Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,15
5269,2020-04-17,Desert Winds Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,20.0,24.0,480,15
5283,2020-04-17,Dr. Darrell B. Sims Oral Surgery,Private practice,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,15
5284,2020-04-17,Dr. Darrell B. Sims Oral Surgery,Private practice,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,15
5296,2020-04-17,Dr. Darrell B. Sims Oral Surgery,Private practice,"Gown, Surgical, Sterile, XXL",SNS,gowns,1.0,18.0,18,15
5306,2020-04-17,Dr. Darrell B. Sims Oral Surgery,Private practice,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,15
5320,2020-04-17,Mission Palms,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,2.0,50.0,100,15
5321,2020-04-18,Mission Palms,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,16.0,30.0,480,15
5331,2020-04-17,Mission Palms,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,8.0,30.0,240,15
5332,2020-04-17,Mission Palms,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,8.0,30.0,240,15
5334,2020-04-17,Mission Palms,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,15
5335,2020-04-17,Mission Palms,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,15
